Country,City,Year,AQI_Level,PM2_5,PM10,NO2,CO_Level,Pollution_Source,Air_Quality_Status
UAE,Ajman,2022,306,215.71,351.78,186.9,9.3,Industrial Pollution,Hazardous
Canada,Vancouver,2025,73,53.51,108.88,37.44,1.8,Industrial Pollution,Moderate
France,Lyon,2023,66,30.4,39.57,34.31,2.48,Vehicle Emissions,Moderate
Germany,Munich,2021,141,101.13,126.79,53.05,6.29,Burning Waste,Poor
USA,Houston,2021,75,38.31,74.69,34.79,3.55,Burning Waste,Moderate
Germany,Frankfurt,2021,113,71.54,94.02,62.15,3.56,Industrial Pollution,Poor
USA,Houston,2023,116,49.64,80.92,77.51,4.96,Vehicle Emissions,Poor
Japan,Yokohama,2024,57,23.43,63.76,22.2,1.85,Natural Dust,Moderate
UK,Manchester,2022,91,64.34,120.93,60.77,2.91,Industrial Pollution,Moderate
Brazil,Rio de Janeiro,2025,276,156.79,201.47,109.32,11.53,Burning Waste,Very Poor
Germany,Berlin,2024,60,36.8,89.42,25.4,1.32,Construction Dust,Moderate
Australia,Sydney,2025,48,24.22,37.65,38.54,1.93,Traffic Congestion,Good
France,Paris,2021,86,55.19,66.69,26.32,3.4,Burning Waste,Moderate
Canada,Toronto,2025,73,31.46,53.2,39.58,2.64,Vehicle Emissions,Moderate
France,Nice,2023,194,141.29,207.39,78.5,7.93,Burning Waste,Poor
India,Delhi,2020,367,273.28,349.18,156.54,11.22,Power Plants,Hazardous
Brazil,Brasilia,2025,278,150.33,227.95,115.87,11.26,Burning Waste,Very Poor
India,Delhi,2024,335,235.52,306.54,137.91,9.63,Power Plants,Hazardous
Japan,Yokohama,2022,143,87.64,147.92,89.52,4.51,Industrial Pollution,Poor
Brazil,Sao Paulo,2021,175,86.38,191.38,75.49,5.65,Natural Dust,Poor
Brazil,Rio de Janeiro,2018,163,105.2,190.63,59.07,5.2,Power Plants,Poor
India,Bangalore,2020,438,233.23,331.95,177.01,18.15,Burning Waste,Hazardous
USA,Chicago,2019,110,48.6,105.91,42.55,3.78,Natural Dust,Poor
India,Chennai,2025,413,190.94,254.32,220.0,16.86,Traffic Congestion,Hazardous
France,Toulouse,2025,104,50.32,106.9,41.22,2.81,Natural Dust,Poor
USA,Chicago,2022,102,74.38,128.03,43.2,4.37,Burning Waste,Poor
France,Marseille,2022,185,128.15,219.65,68.34,8.16,Burning Waste,Poor
Japan,Tokyo,2021,100,38.23,74.61,60.65,4.23,Traffic Congestion,Moderate
Canada,Montreal,2018,82,37.38,58.16,52.92,3.14,Vehicle Emissions,Moderate
UAE,Abu Dhabi,2018,176,95.18,136.76,97.86,5.26,Industrial Pollution,Poor
USA,New York,2023,83,45.96,84.63,29.16,2.81,Power Plants,Moderate
Japan,Nagoya,2021,52,24.28,50.61,30.46,1.43,Construction Dust,Moderate
Australia,Brisbane,2021,61,45.01,76.69,20.5,2.12,Power Plants,Moderate
Japan,Kyoto,2020,78,41.61,78.1,38.45,2.94,Burning Waste,Moderate
India,Mumbai,2026,464,192.4,360.39,186.74,13.75,Construction Dust,Hazardous
India,Kolkata,2020,408,233.8,417.94,165.35,11.95,Construction Dust,Hazardous
UAE,Al Ain,2025,224,166.25,233.0,84.43,6.59,Power Plants,Very Poor
Japan,Yokohama,2019,94,56.86,96.0,57.63,3.85,Traffic Congestion,Moderate
UK,Manchester,2021,130,96.6,137.08,60.43,3.72,Power Plants,Poor
Canada,Calgary,2018,74,36.44,67.33,31.28,2.22,Power Plants,Moderate
India,Delhi,2022,250,131.62,180.67,90.53,7.88,Power Plants,Very Poor
UAE,Al Ain,2019,235,90.36,141.39,144.11,10.32,Traffic Congestion,Very Poor
Canada,Calgary,2018,101,46.0,70.27,54.38,4.55,Traffic Congestion,Poor
Japan,Tokyo,2018,105,52.53,99.55,55.36,3.42,Industrial Pollution,Poor
Japan,Osaka,2019,70,29.86,49.76,34.66,3.25,Vehicle Emissions,Moderate
Brazil,Salvador,2022,261,163.19,270.94,162.19,11.31,Vehicle Emissions,Very Poor
UAE,Al Ain,2026,176,117.76,214.19,74.21,4.86,Power Plants,Poor
India,Delhi,2023,293,169.66,220.14,173.81,12.16,Vehicle Emissions,Very Poor
UK,Glasgow,2021,115,68.91,122.77,52.26,3.89,Power Plants,Poor
Japan,Osaka,2020,167,122.41,195.78,72.34,5.15,Power Plants,Poor
UK,Glasgow,2025,156,91.41,163.69,66.91,4.59,Power Plants,Poor
Japan,Tokyo,2020,75,36.35,84.29,26.66,2.03,Natural Dust,Moderate
India,Kolkata,2018,337,242.01,354.55,200.19,10.0,Industrial Pollution,Hazardous
Canada,Ottawa,2021,80,38.37,59.47,34.9,3.09,Burning Waste,Moderate
Germany,Frankfurt,2022,141,55.36,93.58,80.66,5.93,Vehicle Emissions,Poor
Canada,Toronto,2022,109,50.44,79.44,63.37,4.95,Vehicle Emissions,Poor
Japan,Tokyo,2022,71,33.97,62.8,39.5,2.32,Industrial Pollution,Moderate
France,Paris,2025,145,97.04,147.92,87.15,4.75,Industrial Pollution,Poor
Germany,Berlin,2025,157,98.32,138.19,57.03,4.36,Power Plants,Poor
Germany,Hamburg,2021,108,68.72,114.62,38.79,3.6,Power Plants,Poor
UK,Leeds,2026,12,4.66,13.5,2.0,0.1,Natural Dust,Good
UAE,Abu Dhabi,2018,299,145.74,286.55,124.93,9.31,Natural Dust,Very Poor
UK,Leeds,2022,102,61.51,115.26,45.14,3.99,Burning Waste,Poor
UK,London,2022,131,76.42,110.43,75.53,5.28,Vehicle Emissions,Poor
France,Toulouse,2022,101,69.19,120.68,56.0,3.36,Industrial Pollution,Poor
Canada,Calgary,2025,83,59.75,105.55,31.96,3.48,Burning Waste,Moderate
Canada,Toronto,2026,43,22.85,47.91,21.16,1.88,Vehicle Emissions,Good
Australia,Perth,2020,47,24.9,41.73,19.96,2.24,Burning Waste,Good
Japan,Tokyo,2026,146,80.18,146.0,51.98,6.37,Burning Waste,Poor
France,Nice,2025,130,52.43,95.33,70.43,5.38,Traffic Congestion,Poor
Australia,Brisbane,2020,81,59.8,78.6,26.84,2.01,Power Plants,Moderate
India,Kolkata,2019,193,120.47,201.8,72.48,8.55,Burning Waste,Poor
Japan,Tokyo,2021,98,44.44,69.61,42.83,2.45,Power Plants,Moderate
Japan,Tokyo,2019,139,60.83,83.86,86.34,5.89,Vehicle Emissions,Poor
Brazil,Salvador,2021,223,134.41,251.19,89.37,6.62,Natural Dust,Very Poor
Brazil,Rio de Janeiro,2022,149,93.15,155.73,99.27,5.85,Vehicle Emissions,Poor
USA,New York,2019,112,72.08,96.08,39.83,3.13,Power Plants,Poor
USA,Houston,2025,89,33.11,67.76,42.81,3.12,Natural Dust,Moderate
UK,London,2018,52,19.91,42.82,26.2,2.41,Traffic Congestion,Moderate
India,Mumbai,2020,410,165.93,306.3,167.14,12.27,Construction Dust,Hazardous
Germany,Frankfurt,2024,111,56.7,123.06,42.8,3.8,Natural Dust,Poor
Germany,Munich,2018,123,89.23,133.95,54.6,5.66,Burning Waste,Poor
Brazil,Fortaleza,2019,147,82.31,105.12,87.42,6.28,Vehicle Emissions,Poor
Brazil,Salvador,2020,181,106.03,179.35,103.01,7.88,Traffic Congestion,Poor
Brazil,Rio de Janeiro,2019,125,60.79,91.33,55.81,5.45,Burning Waste,Poor
France,Lyon,2019,134,75.22,120.08,75.05,5.65,Traffic Congestion,Poor
UAE,Dubai,2023,221,88.59,149.88,96.47,6.2,Natural Dust,Very Poor
USA,Houston,2024,117,62.35,108.93,52.0,3.01,Construction Dust,Poor
France,Marseille,2023,70,32.84,60.07,31.09,2.8,Burning Waste,Moderate
Canada,Montreal,2023,89,36.61,87.02,26.09,3.02,Construction Dust,Moderate
Germany,Munich,2026,116,63.81,107.13,76.27,3.09,Industrial Pollution,Poor
Japan,Nagoya,2025,120,66.36,152.08,49.95,3.68,Construction Dust,Poor
USA,Houston,2025,83,32.74,50.55,53.43,3.28,Vehicle Emissions,Moderate
Australia,Sydney,2023,7,3.16,12.03,2.0,0.1,Natural Dust,Good
Canada,Montreal,2022,117,78.96,95.69,55.3,3.03,Power Plants,Poor
USA,Los Angeles,2026,117,85.61,149.03,56.22,3.09,Power Plants,Poor
France,Toulouse,2019,100,69.91,93.18,42.9,4.59,Burning Waste,Moderate
India,Mumbai,2024,431,269.25,550.0,166.8,12.77,Natural Dust,Hazardous
Japan,Yokohama,2023,132,82.28,146.94,69.34,5.19,Traffic Congestion,Poor
USA,San Francisco,2024,44,32.77,72.49,16.79,1.62,Industrial Pollution,Good
UAE,Abu Dhabi,2021,256,159.3,221.14,99.2,10.26,Burning Waste,Very Poor
Brazil,Fortaleza,2026,145,73.76,169.05,50.52,4.77,Construction Dust,Poor
Brazil,Brasilia,2024,132,91.3,151.53,49.61,3.59,Power Plants,Poor
Japan,Nagoya,2019,93,43.6,96.09,36.04,2.86,Construction Dust,Moderate
France,Toulouse,2021,92,59.21,81.03,29.92,2.6,Power Plants,Moderate
Brazil,Brasilia,2022,220,122.91,207.92,93.4,6.39,Power Plants,Very Poor
USA,Los Angeles,2019,133,67.07,97.34,58.3,4.11,Power Plants,Poor
Australia,Melbourne,2025,61,36.33,79.43,31.95,1.4,Natural Dust,Moderate
Germany,Hamburg,2018,60,23.95,46.61,31.56,2.04,Traffic Congestion,Moderate
Germany,Berlin,2020,114,56.07,110.4,69.59,5.25,Traffic Congestion,Poor
Canada,Toronto,2018,77,31.05,61.08,37.83,3.09,Traffic Congestion,Moderate
UK,Birmingham,2022,51,28.13,63.96,33.02,2.12,Vehicle Emissions,Moderate
India,Kolkata,2025,361,212.02,413.81,145.33,10.69,Natural Dust,Hazardous
Japan,Tokyo,2024,61,30.91,72.19,25.09,1.53,Construction Dust,Moderate
Canada,Ottawa,2026,30,10.69,31.83,13.5,1.31,Traffic Congestion,Good
UK,Birmingham,2019,80,38.38,94.79,31.82,2.69,Natural Dust,Moderate
France,Nice,2025,108,58.82,97.28,63.16,4.08,Traffic Congestion,Poor
UAE,Ajman,2025,341,208.42,343.11,133.54,14.48,Burning Waste,Hazardous
UAE,Al Ain,2023,186,127.44,199.6,105.77,5.62,Industrial Pollution,Poor
India,Delhi,2020,255,152.36,211.04,104.91,10.83,Burning Waste,Very Poor
Brazil,Sao Paulo,2019,104,67.46,154.7,40.37,2.7,Natural Dust,Poor
USA,Chicago,2025,33,18.72,56.29,17.32,1.02,Construction Dust,Good
Canada,Vancouver,2023,46,24.88,42.37,20.63,1.04,Industrial Pollution,Good
Canada,Calgary,2021,87,58.15,101.86,40.9,3.54,Burning Waste,Moderate
Japan,Osaka,2022,87,56.17,70.08,49.91,2.9,Industrial Pollution,Moderate
Japan,Nagoya,2022,85,44.85,96.47,41.84,2.67,Construction Dust,Moderate
UAE,Ajman,2026,198,113.91,179.32,81.86,5.49,Power Plants,Poor
UAE,Ajman,2026,260,166.68,374.44,97.97,7.86,Construction Dust,Very Poor
Australia,Sydney,2025,87,37.13,76.97,48.52,3.44,Traffic Congestion,Moderate
Australia,Adelaide,2025,46,29.22,62.46,31.11,1.76,Vehicle Emissions,Good
Brazil,Sao Paulo,2019,193,143.14,215.02,109.61,5.67,Industrial Pollution,Poor
Australia,Sydney,2020,64,23.78,56.03,18.2,2.0,Construction Dust,Moderate
USA,Chicago,2025,91,51.53,72.09,33.29,2.41,Power Plants,Moderate
USA,New York,2022,131,85.97,139.09,59.21,3.89,Power Plants,Poor
Canada,Vancouver,2024,64,26.22,53.09,31.97,1.5,Construction Dust,Moderate
Germany,Hamburg,2025,42,26.89,42.15,24.53,2.11,Burning Waste,Good
USA,New York,2023,115,48.62,98.44,51.22,3.02,Construction Dust,Poor
UK,Birmingham,2022,83,50.01,95.3,27.23,2.95,Power Plants,Moderate
UAE,Al Ain,2025,134,61.32,136.92,53.72,3.67,Construction Dust,Poor
Japan,Yokohama,2018,121,53.86,98.46,72.17,5.27,Vehicle Emissions,Poor
Australia,Adelaide,2018,106,55.12,97.28,43.53,4.9,Burning Waste,Poor
Canada,Vancouver,2018,82,38.55,86.05,23.87,2.9,Construction Dust,Moderate
India,Chennai,2020,290,202.59,311.42,121.84,8.99,Power Plants,Very Poor
Japan,Nagoya,2023,128,81.33,178.71,42.87,4.27,Construction Dust,Poor
UK,Leeds,2023,94,53.71,99.02,47.24,3.5,Traffic Congestion,Moderate
Australia,Sydney,2022,72,27.29,61.45,34.28,2.57,Construction Dust,Moderate
UK,London,2024,123,77.25,137.01,68.94,3.81,Industrial Pollution,Poor
UAE,Dubai,2022,300,128.86,231.22,125.16,9.4,Construction Dust,Very Poor
UAE,Ajman,2019,277,116.53,199.16,166.27,11.75,Vehicle Emissions,Very Poor
Brazil,Rio de Janeiro,2021,193,135.58,227.93,74.13,5.85,Power Plants,Poor
Canada,Toronto,2018,80,28.23,63.35,35.28,2.69,Natural Dust,Moderate
Japan,Nagoya,2024,144,87.93,114.84,76.94,3.92,Industrial Pollution,Poor
France,Nice,2021,130,50.45,113.13,60.05,4.25,Natural Dust,Poor
France,Nice,2021,118,70.7,127.06,41.95,3.08,Construction Dust,Poor
Japan,Nagoya,2021,103,39.76,57.69,55.79,4.64,Traffic Congestion,Poor
India,Bangalore,2020,400,297.18,394.11,165.51,17.03,Burning Waste,Hazardous
Canada,Calgary,2025,74,44.75,62.79,50.97,2.81,Vehicle Emissions,Moderate
UK,Birmingham,2021,32,11.47,30.83,25.25,1.66,Vehicle Emissions,Good
India,Mumbai,2025,179,87.44,139.03,108.11,7.78,Traffic Congestion,Poor
Germany,Berlin,2026,86,36.11,52.05,43.61,3.97,Vehicle Emissions,Moderate
Japan,Kyoto,2018,139,63.82,102.12,86.96,5.59,Traffic Congestion,Poor
UK,Birmingham,2021,137,67.4,109.57,82.13,3.9,Industrial Pollution,Poor
France,Toulouse,2023,67,37.27,60.05,43.24,2.49,Traffic Congestion,Moderate
USA,San Francisco,2025,52,27.21,43.03,22.58,2.28,Traffic Congestion,Moderate
Brazil,Sao Paulo,2023,229,80.67,177.69,97.08,6.61,Construction Dust,Very Poor
France,Toulouse,2023,108,61.57,96.99,74.69,4.11,Vehicle Emissions,Poor
Canada,Vancouver,2021,28,12.77,30.83,7.61,1.08,Construction Dust,Good
UAE,Sharjah,2026,280,190.02,310.44,110.92,11.47,Burning Waste,Very Poor
USA,New York,2024,84,41.03,63.89,47.44,3.55,Traffic Congestion,Moderate
Brazil,Rio de Janeiro,2023,170,92.22,155.8,68.84,4.93,Construction Dust,Poor
Brazil,Sao Paulo,2018,111,54.35,132.88,41.72,3.04,Natural Dust,Poor
Germany,Munich,2019,43,25.45,60.14,26.08,1.07,Construction Dust,Good
Germany,Cologne,2023,117,44.6,113.42,42.54,3.77,Construction Dust,Poor
Australia,Brisbane,2018,45,21.52,40.39,31.96,1.79,Traffic Congestion,Good
France,Nice,2022,110,75.17,122.5,43.84,3.21,Power Plants,Poor
France,Marseille,2018,112,68.23,124.09,53.48,2.87,Natural Dust,Poor
France,Toulouse,2020,118,80.67,124.58,79.54,3.89,Industrial Pollution,Poor
Australia,Adelaide,2024,53,25.15,47.67,35.14,2.45,Traffic Congestion,Moderate
India,Kolkata,2022,245,126.6,279.46,106.07,6.97,Construction Dust,Very Poor
Brazil,Rio de Janeiro,2018,150,70.09,91.61,87.25,6.1,Vehicle Emissions,Poor
USA,Chicago,2018,119,71.49,123.06,80.75,5.23,Traffic Congestion,Poor
Canada,Calgary,2025,117,77.7,118.34,39.14,3.29,Power Plants,Poor
Brazil,Rio de Janeiro,2026,133,55.33,120.15,46.33,3.76,Construction Dust,Poor
Germany,Hamburg,2024,85,43.65,74.64,25.91,3.04,Power Plants,Moderate
UK,Leeds,2020,61,44.22,69.43,35.31,2.01,Industrial Pollution,Moderate
UAE,Abu Dhabi,2023,303,116.33,206.53,172.26,13.09,Traffic Congestion,Hazardous
Australia,Adelaide,2020,74,49.24,60.93,22.71,2.36,Power Plants,Moderate
Japan,Tokyo,2021,85,47.47,69.51,60.49,3.22,Vehicle Emissions,Moderate
UK,Birmingham,2021,93,42.73,90.26,29.69,2.8,Construction Dust,Moderate
Canada,Calgary,2020,50,20.93,32.26,22.47,2.48,Vehicle Emissions,Good
France,Paris,2023,160,56.88,98.42,100.03,6.9,Traffic Congestion,Poor
Germany,Cologne,2022,109,45.08,87.24,73.75,5.03,Traffic Congestion,Poor
Germany,Cologne,2026,137,85.99,121.35,58.82,5.88,Burning Waste,Poor
Germany,Hamburg,2026,153,84.85,112.74,53.79,4.77,Power Plants,Poor
France,Paris,2020,169,87.45,157.72,66.14,5.17,Power Plants,Poor
Japan,Kyoto,2026,181,96.81,154.46,66.86,5.58,Power Plants,Poor
Australia,Perth,2020,14,7.0,29.92,8.92,0.1,Natural Dust,Good
UK,Leeds,2021,78,30.69,53.73,50.07,2.98,Traffic Congestion,Moderate
France,Marseille,2018,74,34.7,63.11,35.29,2.99,Traffic Congestion,Moderate
Canada,Toronto,2022,36,17.43,33.93,11.88,1.2,Industrial Pollution,Good
Australia,Brisbane,2026,47,24.29,57.46,9.19,1.84,Natural Dust,Good
Canada,Vancouver,2019,64,33.12,63.21,35.58,2.51,Vehicle Emissions,Moderate
Australia,Sydney,2021,25,12.15,32.94,15.71,1.54,Traffic Congestion,Good
Japan,Yokohama,2019,113,77.83,99.14,42.54,4.32,Burning Waste,Poor
UAE,Ajman,2025,248,118.26,201.9,144.14,7.33,Industrial Pollution,Very Poor
Canada,Toronto,2026,127,81.57,109.28,79.59,3.36,Industrial Pollution,Poor
France,Lyon,2020,141,69.77,125.71,59.83,4.27,Construction Dust,Poor
Australia,Sydney,2026,87,41.29,59.49,43.31,3.68,Traffic Congestion,Moderate
Germany,Munich,2023,135,60.86,79.11,55.62,5.41,Burning Waste,Poor
Brazil,Rio de Janeiro,2023,243,108.08,171.92,146.84,10.46,Traffic Congestion,Very Poor
Germany,Hamburg,2024,136,68.37,82.42,46.3,3.81,Power Plants,Poor
India,Delhi,2022,343,185.29,400.3,131.25,10.52,Natural Dust,Hazardous
UAE,Ajman,2023,168,76.62,95.67,59.06,5.41,Power Plants,Poor
UAE,Sharjah,2018,205,122.36,147.99,132.34,8.77,Traffic Congestion,Very Poor
Germany,Munich,2020,53,31.89,84.6,17.75,2.08,Construction Dust,Moderate
UK,Leeds,2026,27,14.4,33.26,15.24,0.72,Natural Dust,Good
Japan,Nagoya,2022,169,98.19,131.19,71.79,5.04,Power Plants,Poor
Canada,Toronto,2022,89,53.13,91.23,53.29,3.89,Vehicle Emissions,Moderate
France,Paris,2025,113,66.26,85.84,36.77,3.39,Power Plants,Poor
UAE,Al Ain,2019,188,101.98,156.48,112.18,8.08,Traffic Congestion,Poor
Germany,Berlin,2024,50,20.72,61.38,15.33,1.4,Natural Dust,Good
Germany,Munich,2026,108,65.05,102.74,59.5,4.3,Vehicle Emissions,Poor
Japan,Kyoto,2024,124,64.33,137.93,43.41,4.0,Construction Dust,Poor
Japan,Kyoto,2022,136,58.47,129.12,47.57,4.53,Construction Dust,Poor
USA,Houston,2023,120,54.29,87.41,72.63,5.27,Vehicle Emissions,Poor
USA,Los Angeles,2021,129,75.24,135.74,48.49,3.45,Natural Dust,Poor
UK,London,2024,94,38.47,85.94,27.76,2.91,Natural Dust,Moderate
UK,London,2018,134,90.51,146.71,62.08,4.15,Power Plants,Poor
India,Kolkata,2021,490,260.94,521.55,204.25,14.93,Construction Dust,Hazardous
UK,Glasgow,2020,128,49.18,104.29,52.57,3.88,Construction Dust,Poor
Australia,Sydney,2021,59,20.72,42.99,29.48,2.63,Vehicle Emissions,Moderate
Japan,Tokyo,2018,128,46.19,102.04,44.54,3.51,Construction Dust,Poor
France,Marseille,2019,60,38.9,69.54,30.46,2.77,Traffic Congestion,Moderate
Australia,Perth,2026,73,34.63,59.26,38.96,1.93,Power Plants,Moderate
Canada,Vancouver,2024,42,20.99,45.37,18.58,1.05,Construction Dust,Good
Germany,Berlin,2023,95,55.73,78.71,51.97,4.24,Vehicle Emissions,Moderate
UK,Leeds,2019,143,79.33,103.58,61.26,4.49,Power Plants,Poor
Germany,Cologne,2018,105,55.99,70.61,33.36,4.18,Burning Waste,Poor
UAE,Dubai,2019,229,129.28,156.09,129.55,9.88,Vehicle Emissions,Very Poor
India,Kolkata,2024,175,96.05,173.49,66.54,7.19,Burning Waste,Poor
UAE,Al Ain,2019,192,90.96,156.01,73.65,6.13,Construction Dust,Poor
India,Kolkata,2020,495,315.14,383.43,197.03,15.17,Power Plants,Hazardous
USA,San Francisco,2025,106,62.92,133.14,48.95,2.82,Construction Dust,Poor
Germany,Hamburg,2024,71,51.95,82.81,37.38,1.84,Power Plants,Moderate
India,Chennai,2026,350,199.23,305.55,213.34,10.31,Industrial Pollution,Hazardous
Brazil,Salvador,2021,258,160.5,364.09,94.89,7.79,Construction Dust,Very Poor
Australia,Melbourne,2024,74,44.65,89.13,30.39,2.45,Construction Dust,Moderate
India,Kolkata,2018,440,248.76,488.5,178.01,13.32,Construction Dust,Hazardous
India,Mumbai,2019,202,86.24,195.92,82.21,6.11,Natural Dust,Very Poor
Australia,Melbourne,2024,72,29.37,48.96,51.87,3.04,Vehicle Emissions,Moderate
Germany,Berlin,2019,66,30.84,66.4,24.4,2.41,Natural Dust,Moderate
Germany,Munich,2023,52,36.35,57.57,27.37,1.21,Power Plants,Moderate
Australia,Brisbane,2026,92,52.28,86.73,39.36,2.47,Power Plants,Moderate
UAE,Abu Dhabi,2022,138,74.2,126.72,56.88,4.62,Power Plants,Poor
Brazil,Salvador,2024,207,131.37,168.7,124.11,8.39,Vehicle Emissions,Very Poor
France,Marseille,2018,82,56.96,104.65,33.0,2.43,Power Plants,Moderate
Canada,Calgary,2025,72,39.52,78.42,33.59,2.05,Natural Dust,Moderate
Brazil,Salvador,2026,255,150.15,245.24,149.47,10.63,Traffic Congestion,Very Poor
Germany,Frankfurt,2022,85,39.57,87.29,37.53,3.02,Natural Dust,Moderate
France,Marseille,2023,79,36.31,57.49,56.09,3.54,Traffic Congestion,Moderate
USA,Los Angeles,2025,34,16.23,37.84,18.78,1.17,Construction Dust,Good
UK,Leeds,2021,139,83.82,107.14,63.53,5.93,Burning Waste,Poor
India,Chennai,2019,373,133.18,199.82,220.0,16.1,Traffic Congestion,Hazardous
Australia,Sydney,2025,87,47.49,62.02,43.29,2.28,Industrial Pollution,Moderate
Australia,Perth,2019,30,14.59,30.96,17.14,0.44,Power Plants,Good
India,Bangalore,2022,455,265.98,305.07,220.0,19.26,Vehicle Emissions,Hazardous
UK,Leeds,2023,55,34.14,62.43,38.93,2.63,Traffic Congestion,Moderate
Canada,Vancouver,2022,72,26.31,40.51,44.58,2.95,Vehicle Emissions,Moderate
UK,London,2023,104,69.61,119.56,38.81,2.97,Power Plants,Poor
France,Lyon,2023,156,115.6,141.23,67.48,6.37,Burning Waste,Poor
UK,Birmingham,2020,81,40.7,91.58,42.11,2.05,Natural Dust,Moderate
France,Marseille,2020,149,86.66,122.68,55.09,4.64,Power Plants,Poor
UK,Glasgow,2026,133,81.29,107.51,82.05,5.41,Vehicle Emissions,Poor
Canada,Calgary,2020,116,58.05,110.7,68.09,3.03,Industrial Pollution,Poor
Canada,Ottawa,2020,32,17.04,32.6,3.91,0.97,Burning Waste,Good
Germany,Cologne,2019,77,54.14,96.44,22.04,2.61,Power Plants,Moderate
India,Mumbai,2024,260,116.37,170.13,160.69,11.22,Traffic Congestion,Very Poor
Canada,Vancouver,2021,97,72.74,127.09,48.94,3.01,Industrial Pollution,Moderate
France,Nice,2018,108,74.82,98.62,49.28,2.86,Power Plants,Poor
Canada,Ottawa,2023,80,37.02,71.64,35.96,3.45,Burning Waste,Moderate
Germany,Munich,2022,58,29.34,58.6,33.97,2.6,Vehicle Emissions,Moderate
Australia,Brisbane,2019,45,16.13,42.82,12.06,0.91,Natural Dust,Good
France,Marseille,2023,127,80.99,112.14,84.14,5.46,Traffic Congestion,Poor
Germany,Frankfurt,2018,123,54.85,105.73,47.78,4.01,Natural Dust,Poor
UAE,Sharjah,2020,251,187.0,243.27,102.25,10.68,Burning Waste,Very Poor
UAE,Abu Dhabi,2021,203,88.27,170.27,77.8,5.61,Construction Dust,Very Poor
USA,New York,2020,101,45.56,101.67,32.76,3.28,Natural Dust,Poor
UK,Leeds,2023,141,76.11,123.96,66.28,4.47,Power Plants,Poor
India,Kolkata,2021,212,108.76,146.36,124.4,6.12,Industrial Pollution,Very Poor
Japan,Osaka,2018,120,80.32,129.47,62.98,3.82,Industrial Pollution,Poor
Brazil,Brasilia,2022,119,73.08,105.79,64.78,4.84,Traffic Congestion,Poor
Germany,Munich,2022,54,26.44,62.12,16.05,1.85,Natural Dust,Moderate
Australia,Adelaide,2026,82,42.18,61.97,37.14,3.77,Burning Waste,Moderate
Brazil,Brasilia,2025,245,135.56,207.11,146.49,9.89,Traffic Congestion,Very Poor
Australia,Perth,2025,58,29.08,48.47,17.68,2.63,Burning Waste,Moderate
Brazil,Salvador,2022,170,83.4,122.46,67.52,7.0,Burning Waste,Poor
Germany,Hamburg,2025,46,25.66,50.73,32.25,1.66,Industrial Pollution,Good
Japan,Tokyo,2024,117,49.25,73.63,63.51,4.95,Vehicle Emissions,Poor
Brazil,Brasilia,2018,231,150.38,215.65,135.22,6.54,Industrial Pollution,Very Poor
Germany,Frankfurt,2024,83,52.71,82.41,46.12,3.52,Vehicle Emissions,Moderate
Canada,Toronto,2025,64,23.71,46.76,44.59,3.04,Traffic Congestion,Moderate
Japan,Kyoto,2020,145,78.94,137.93,94.65,6.3,Traffic Congestion,Poor
France,Paris,2026,167,64.34,107.95,90.75,7.31,Traffic Congestion,Poor
Australia,Melbourne,2025,53,29.49,44.88,27.42,2.61,Burning Waste,Moderate
UAE,Al Ain,2019,168,77.58,169.64,67.93,4.89,Construction Dust,Poor
UK,Glasgow,2023,114,83.56,102.46,74.38,3.11,Industrial Pollution,Poor
UAE,Dubai,2021,358,177.45,225.97,134.63,14.9,Burning Waste,Hazardous
Japan,Tokyo,2020,68,43.84,73.5,35.59,1.91,Industrial Pollution,Moderate
France,Paris,2023,175,86.15,150.82,69.59,7.5,Burning Waste,Poor
Australia,Melbourne,2026,55,41.19,82.38,23.01,2.11,Industrial Pollution,Moderate
France,Paris,2019,129,93.1,112.72,41.99,4.26,Power Plants,Poor
Brazil,Fortaleza,2022,212,128.37,158.27,122.92,6.34,Industrial Pollution,Very Poor
